9,1,784.12,512.60,38.65,42.76,0.56,0
10,1,782.51,511.71,37.75,42.84,0.56,0
11,1,781.11,511.83,36.94,42.17,0.48,0
13,1,776.16,506.53,36.74,44.00,0.52,0
14,1,773.85,503.42,35.77,43.59,0.42,0
15,1,772.12,499.75,35.90,43.15,0.41,0
20,1,759.67,471.49,40.05,43.77,0.31,0
23,1,747.03,457.32,38.51,45.56,0.35,0
26,1,724.69,446.76,36.78,43.68,0.43,0
28,1,710.97,443.55,38.61,43.08,0.54,0
29,1,705.72,441.15,36.67,42.37,0.28,0
30,1,697.48,438.63,39.12,45.59,0.34,0
31,1,686.14,438.11,38.24,43.85,0.71,0
32,1,674.15,435.24,39.23,45.29,0.49,0
33,1,664.25,432.55,40.74,46.52,0.51,0
35,1,643.78,430.55,40.74,47.98,0.53,0
37,1,623.36,430.12,40.28,46.79,0.40,0
38,1,610.42,426.58,42.11,48.41,0.61,0
39,1,599.84,426.64,41.68,47.72,0.68,0
40,1,591.22,426.66,42.97,47.77,0.59,0
41,1,580.65,428.04,41.19,45.03,0.45,0
42,1,569.48,426.80,42.18,46.75,0.50,0
43,1,559.83,425.87,42.82,47.10,0.45,0
44,1,550.76,426.57,42.91,47.42,0.71,0
45,1,544.56,425.91,42.98,47.38,0.71,0
46,1,538.67,426.24,42.85,47.60,0.77,0
47,1,533.95,426.62,41.08,46.68,0.62,0
48,1,528.24,426.58,41.59,46.42,0.76,0
49,1,524.48,425.37,41.05,46.29,0.70,0
50,1,521.94,425.46,42.17,46.15,0.68,0
51,1,518.58,426.62,43.78,48.56,0.39,0
52,1,514.48,427.40,43.41,48.48,0.56,0
53,1,513.24,427.24,43.20,48.42,0.63,0
54,1,513.05,428.90,41.98,47.26,0.34,0
55,1,508.47,430.68,42.29,46.76,0.37,0
56,1,502.37,431.21,43.99,47.14,0.54,0
58,1,498.32,434.44,43.41,47.23,0.50,0
59,1,493.43,435.74,45.39,48.09,0.46,0
61,1,488.06,438.70,44.24,47.11,0.52,0
62,1,486.14,441.03,42.71,47.42,0.48,0
63,1,482.71,441.85,42.57,47.42,0.38,0
64,1,480.84,442.28,42.66,46.84,0.30,0
65,1,479.62,445.89,41.45,44.00,0.49,0
66,1,475.56,446.90,41.19,45.11,0.49,0
67,1,469.43,445.66,45.87,47.34,0.76,0
68,1,467.52,446.48,46.23,46.46,0.75,0
69,1,464.43,448.58,44.00,45.87,0.28,0
70,1,461.90,449.04,42.01,44.54,0.27,0
71,1,458.64,449.75,43.05,44.66,0.59,0
72,1,454.12,451.10,42.31,44.18,0.76,0
73,1,453.31,451.96,42.77,45.22,0.78,0
74,1,452.20,453.17,42.41,46.49,0.71,0
75,1,444.41,454.15,43.46,48.49,0.74,0
76,1,444.12,455.88,44.39,49.48,0.65,0
76,6,547.55,364.98,37.15,45.63,0.40,0
77,1,444.19,459.94,44.99,48.72,0.62,0
78,1,440.53,461.76,44.74,48.88,0.59,0
79,1,438.12,463.87,45.09,48.73,0.40,0
80,1,437.90,468.79,44.25,46.09,0.43,0
82,1,436.97,476.59,42.81,47.27,0.58,0
83,1,436.67,481.32,46.17,47.04,0.69,0
83,6,541.98,390.28,35.44,43.70,0.30,0
84,1,437.44,483.69,45.56,46.30,0.28,0
85,6,545.68,391.56,37.74,44.43,0.41,0
86,1,450.83,485.04,44.26,47.91,0.58,0
87,1,460.02,487.63,43.02,49.30,0.46,0
88,1,468.59,491.40,46.48,47.63,0.71,0
88,6,569.51,401.93,38.71,43.44,0.41,0
90,1,484.93,497.44,46.36,48.75,0.36,0
91,1,491.00,498.37,44.83,49.80,0.75,0
92,1,496.98,499.86,44.45,49.46,0.80,0
93,1,504.79,501.33,46.38,48.28,0.68,0
94,1,516.53,500.99,46.88,49.01,0.78,0
94,6,618.57,408.50,37.28,46.68,0.36,0
95,1,527.21,503.03,45.09,47.33,0.60,0
96,1,537.55,502.56,45.91,48.37,0.74,0
97,1,547.55,502.70,45.12,48.59,0.64,0
98,1,552.71,503.31,46.90,48.23,0.65,0
99,1,556.83,503.92,44.94,47.56,0.63,0
100,1,559.31,503.31,45.47,47.88,0.39,0
101,1,561.29,502.84,44.90,47.56,0.74,0
102,1,561.71,502.86,45.12,47.79,0.79,0
103,1,560.68,502.33,45.07,47.67,0.77,0
104,1,560.66,502.07,45.23,48.06,0.80,0
105,1,560.15,502.10,45.25,47.79,0.77,0
106,1,559.40,502.27,45.09,47.50,0.70,0
107,1,558.54,502.49,45.00,47.92,0.60,0
107,6,661.99,411.65,36.83,45.11,0.29,0
108,1,557.74,502.28,43.09,47.91,0.47,0
109,1,558.49,503.00,43.33,47.73,0.52,0
110,1,557.75,504.44,43.35,48.14,0.31,0
111,1,552.86,503.92,46.45,50.07,0.59,0
112,1,553.90,504.45,45.46,49.44,0.48,0
113,1,554.63,505.31,45.45,49.65,0.49,0
114,1,553.34,505.08,46.51,50.65,0.54,0
118,1,548.76,508.08,44.17,48.73,0.32,0
119,1,549.18,508.44,43.36,48.52,0.36,0
120,1,548.50,508.73,43.11,47.41,0.50,0
121,1,547.80,508.30,43.52,47.99,0.73,0
122,1,545.43,508.16,43.88,47.11,0.70,0
123,1,544.30,507.71,44.26,46.96,0.78,0
124,1,543.21,506.70,43.36,47.28,0.80,0
125,1,541.74,504.83,44.45,49.51,0.85,0
126,1,541.14,502.65,45.30,50.45,0.83,0
127,1,540.66,501.38,45.57,50.51,0.82,0
127,6,644.38,411.36,37.94,42.99,0.41,0
128,1,538.28,501.99,45.28,49.31,0.71,0
128,6,642.81,409.77,39.15,44.41,0.60,0
132,1,532.14,503.80,46.09,49.82,0.27,0
133,1,531.60,503.05,47.93,49.19,0.32,0
134,1,532.31,503.27,44.39,47.19,0.50,0
147,1,528.41,488.30,43.87,48.25,0.51,0
148,1,529.07,488.06,45.56,49.59,0.27,0
150,1,528.26,485.91,44.48,51.20,0.43,0
151,1,527.45,486.18,44.01,50.88,0.61,0
152,1,526.82,485.29,43.37,50.93,0.58,0
160,6,625.14,379.78,41.15,48.76,0.40,0
160,1,515.82,473.84,48.75,52.06,0.78,0
161,6,623.89,378.95,42.50,48.82,0.58,0
161,1,516.70,473.59,47.97,51.68,0.41,0
162,1,517.95,473.49,47.15,52.33,0.38,0
163,1,511.95,472.14,49.70,52.80,0.45,0
164,1,511.71,471.49,49.29,52.57,0.44,0
170,1,510.58,461.68,47.51,50.35,0.62,0
171,12,619.92,365.86,41.55,47.88,0.45,0
171,1,510.17,460.95,48.81,51.06,0.32,0
172,12,618.69,364.19,42.94,47.72,0.58,0
173,12,617.75,362.36,44.08,48.16,0.66,0
174,12,617.09,362.06,43.85,46.45,0.57,0
175,12,615.80,356.95,42.89,49.35,0.73,0
175,1,507.26,453.52,48.41,51.01,0.55,0
176,12,615.44,354.10,42.00,50.16,0.73,0
176,1,504.94,450.57,49.22,51.49,0.74,0
177,12,614.52,352.43,40.56,48.91,0.73,0
177,1,503.01,449.00,49.85,51.08,0.75,0
178,12,614.04,350.15,40.21,47.79,0.44,0
178,1,502.66,448.40,47.52,49.49,0.69,0
179,12,613.44,347.41,41.01,46.80,0.38,0
180,12,613.73,342.48,41.69,49.19,0.42,0
181,12,613.90,341.55,42.39,50.47,0.33,0
182,1,492.32,436.39,52.31,52.96,0.72,0
183,1,495.23,435.59,50.84,52.72,0.64,0
184,1,494.94,435.70,51.03,51.90,0.78,0
185,1,490.20,434.24,52.02,52.25,0.72,0
